,Location_code,All_location,Type_of_meat,Usage,Year,Unit,Magnitude,Value,Country,Continent,Economic_Area,Water_liters_for_meat_prod_per_kilos,Water_Liter
233151,KAZ,Kazakhstan,Pigmeat,Human consumption per capita,2015,Kilograms per capita,Units,5.617,Kazakhstan,Not a continent,Not an Economic Area,5.988,33.634596
233152,KAZ,Kazakhstan,Pigmeat,Human consumption per capita,2016,Kilograms per capita,Units,5.295,Kazakhstan,Not a continent,Not an Economic Area,5.988,31.706460000000003
233153,KAZ,Kazakhstan,Pigmeat,Human consumption per capita,2017,Kilograms per capita,Units,5.32,Kazakhstan,Not a continent,Not an Economic Area,5.988,31.856160000000003
233154,KAZ,Kazakhstan,Pigmeat,Human consumption per capita,2018,Kilograms per capita,Units,4.834,Kazakhstan,Not a continent,Not an Economic Area,5.988,28.945992
233155,KAZ,Kazakhstan,Pigmeat,Human consumption per capita,2019,Kilograms per capita,Units,4.875,Kazakhstan,Not a continent,Not an Economic Area,5.988,29.1915
233156,KAZ,Kazakhstan,Pigmeat,Human consumption per capita,2020,Kilograms per capita,Units,5.297,Kazakhstan,Not a continent,Not an Economic Area,5.988,31.718436
233157,KAZ,Kazakhstan,Pigmeat,Human consumption per capita,2021,Kilograms per capita,Units,5.19,Kazakhstan,Not a continent,Not an Economic Area,5.988,31.077720000000003
233158,KAZ,Kazakhstan,Pigmeat,Human consumption per capita,2022,Kilograms per capita,Units,5.228,Kazakhstan,Not a continent,Not an Economic Area,5.988,31.305264
233331,MYS,Malaysia,Pigmeat,Production,1990,Tonnes,Hundreds,2739.63,Malaysia,Not a continent,Not an Economic Area,5.988,
233332,MYS,Malaysia,Pigmeat,Production,1991,Tonnes,Hundreds,2870.2300000000005,Malaysia,Not a continent,Not an Economic Area,5.988,
233333,MYS,Malaysia,Pigmeat,Production,1992,Tonnes,Hundreds,3091.8599999999997,Malaysia,Not a continent,Not an Economic Area,5.988,
233334,MYS,Malaysia,Pigmeat,Production,1993,Tonnes,Hundreds,3240.71,Malaysia,Not a continent,Not an Economic Area,5.988,
233335,MYS,Malaysia,Pigmeat,Production,1994,Tonnes,Hundreds,3493.37,Malaysia,Not a continent,Not an Economic Area,5.988,
233336,MYS,Malaysia,Pigmeat,Production,1995,Tonnes,Hundreds,3517.0800000000004,Malaysia,Not a continent,Not an Economic Area,5.988,
233337,MYS,Malaysia,Pigmeat,Production,1996,Tonnes,Hundreds,3405.6400000000003,Malaysia,Not a continent,Not an Economic Area,5.988,
233338,MYS,Malaysia,Pigmeat,Production,1997,Tonnes,Hundreds,3398.2200000000003,Malaysia,Not a continent,Not an Economic Area,5.988,
233339,MYS,Malaysia,Pigmeat,Production,1998,Tonnes,Hundreds,3176.0899999999997,Malaysia,Not a continent,Not an Economic Area,5.988,
233340,MYS,Malaysia,Pigmeat,Production,1999,Tonnes,Hundreds,1702.5,Malaysia,Not a continent,Not an Economic Area,5.988,
233341,MYS,Malaysia,Pigmeat,Production,2000,Tonnes,Hundreds,1598.33,Malaysia,Not a continent,Not an Economic Area,5.988,
233342,MYS,Malaysia,Pigmeat,Production,2001,Tonnes,Hundreds,1846.8000000000002,Malaysia,Not a continent,Not an Economic Area,5.988,
233343,MYS,Malaysia,Pigmeat,Production,2002,Tonnes,Hundreds,1928.9599999999998,Malaysia,Not a continent,Not an Economic Area,5.988,
233344,MYS,Malaysia,Pigmeat,Production,2003,Tonnes,Hundreds,1909.57,Malaysia,Not a continent,Not an Economic Area,5.988,
233345,MYS,Malaysia,Pigmeat,Production,2004,Tonnes,Hundreds,2002.12,Malaysia,Not a continent,Not an Economic Area,5.988,
233346,MYS,Malaysia,Pigmeat,Production,2005,Tonnes,Hundreds,2083.2,Malaysia,Not a continent,Not an Economic Area,5.988,
233347,MYS,Malaysia,Pigmeat,Production,2006,Tonnes,Hundreds,2167.32,Malaysia,Not a continent,Not an Economic Area,5.988,
233348,MYS,Malaysia,Pigmeat,Production,2007,Tonnes,Hundreds,2001.08,Malaysia,Not a continent,Not an Economic Area,5.988,
233349,MYS,Malaysia,Pigmeat,Production,2008,Tonnes,Hundreds,1950.6999999999998,Malaysia,Not a continent,Not an Economic Area,5.988,
233350,MYS,Malaysia,Pigmeat,Production,2009,Tonnes,Hundreds,2060.26,Malaysia,Not a continent,Not an Economic Area,5.988,
233351,MYS,Malaysia,Pigmeat,Production,2010,Tonnes,Hundreds,2339.67,Malaysia,Not a continent,Not an Economic Area,5.988,
233352,MYS,Malaysia,Pigmeat,Production,2011,Tonnes,Hundreds,2142.95,Malaysia,Not a continent,Not an Economic Area,5.988,
233353,MYS,Malaysia,Pigmeat,Production,2012,Tonnes,Hundreds,2184.71,Malaysia,Not a continent,Not an Economic Area,5.988,
233354,MYS,Malaysia,Pigmeat,Production,2013,Tonnes,Hundreds,2173.91,Malaysia,Not a continent,Not an Economic Area,5.988,
233355,MYS,Malaysia,Pigmeat,Production,2014,Tonnes,Hundreds,2175.39,Malaysia,Not a continent,Not an Economic Area,5.988,
233356,MYS,Malaysia,Pigmeat,Production,2015,Tonnes,Hundreds,2225.78,Malaysia,Not a continent,Not an Economic Area,5.988,
233357,MYS,Malaysia,Pigmeat,Production,2016,Tonnes,Hundreds,1951.56,Malaysia,Not a continent,Not an Economic Area,5.988,
233358,MYS,Malaysia,Pigmeat,Production,2017,Tonnes,Hundreds,2181.54,Malaysia,Not a continent,Not an Economic Area,5.988,
233359,MYS,Malaysia,Pigmeat,Production,2018,Tonnes,Hundreds,2238.34,Malaysia,Not a continent,Not an Economic Area,5.988,
233360,MYS,Malaysia,Pigmeat,Production,2019,Tonnes,Hundreds,2253.56,Malaysia,Not a continent,Not an Economic Area,5.988,
233361,MYS,Malaysia,Pigmeat,Production,2020,Tonnes,Hundreds,2189.83,Malaysia,Not a continent,Not an Economic Area,5.988,
233362,MYS,Malaysia,Pigmeat,Production,2021,Tonnes,Hundreds,2145.45,Malaysia,Not a continent,Not an Economic Area,5.988,
233363,MYS,Malaysia,Pigmeat,Production,2022,Tonnes,Hundreds,2152.49,Malaysia,Not a continent,Not an Economic Area,5.988,
233413,MYS,Malaysia,Pigmeat,Consumption,1990,Tonnes,Hundreds,2326.3,Malaysia,Not a continent,Not an Economic Area,5.988,
233414,MYS,Malaysia,Pigmeat,Consumption,1991,Tonnes,Hundreds,2373.69,Malaysia,Not a continent,Not an Economic Area,5.988,
233415,MYS,Malaysia,Pigmeat,Consumption,1992,Tonnes,Hundreds,2556.81,Malaysia,Not a continent,Not an Economic Area,5.988,
233416,MYS,Malaysia,Pigmeat,Consumption,1993,Tonnes,Hundreds,2670.4500000000003,Malaysia,Not a continent,Not an Economic Area,5.988,
233417,MYS,Malaysia,Pigmeat,Consumption,1994,Tonnes,Hundreds,2876.03,Malaysia,Not a continent,Not an Economic Area,5.988,
233418,MYS,Malaysia,Pigmeat,Consumption,1995,Tonnes,Hundreds,2869.78,Malaysia,Not a continent,Not an Economic Area,5.988,
233419,MYS,Malaysia,Pigmeat,Consumption,1996,Tonnes,Hundreds,2807.9500000000003,Malaysia,Not a continent,Not an Economic Area,5.988,
233420,MYS,Malaysia,Pigmeat,Consumption,1997,Tonnes,Hundreds,2834.1899999999996,Malaysia,Not a continent,Not an Economic Area,5.988,
233421,MYS,Malaysia,Pigmeat,Consumption,1998,Tonnes,Hundreds,2672.62,Malaysia,Not a continent,Not an Economic Area,5.988,
233422,MYS,Malaysia,Pigmeat,Consumption,1999,Tonnes,Hundreds,1689.89,Malaysia,Not a continent,Not an Economic Area,5.988,
233423,MYS,Malaysia,Pigmeat,Consumption,2000,Tonnes,Hundreds,1635.82,Malaysia,Not a continent,Not an Economic Area,5.988,
233424,MYS,Malaysia,Pigmeat,Consumption,2001,Tonnes,Hundreds,1877.45,Malaysia,Not a continent,Not an Economic Area,5.988,
233425,MYS,Malaysia,Pigmeat,Consumption,2002,Tonnes,Hundreds,2005.02,Malaysia,Not a continent,Not an Economic Area,5.988,
233426,MYS,Malaysia,Pigmeat,Consumption,2003,Tonnes,Hundreds,1949.1999999999998,Malaysia,Not a continent,Not an Economic Area,5.988,
233427,MYS,Malaysia,Pigmeat,Consumption,2004,Tonnes,Hundreds,2030.5,Malaysia,Not a continent,Not an Economic Area,5.988,
233428,MYS,Malaysia,Pigmeat,Consumption,2005,Tonnes,Hundreds,2113.6600000000003,Malaysia,Not a continent,Not an Economic Area,5.988,
233429,MYS,Malaysia,Pigmeat,Consumption,2006,Tonnes,Hundreds,2195.22,Malaysia,Not a continent,Not an Economic Area,5.988,
233430,MYS,Malaysia,Pigmeat,Consumption,2007,Tonnes,Hundreds,2024.52,Malaysia,Not a continent,Not an Economic Area,5.988,
233431,MYS,Malaysia,Pigmeat,Consumption,2008,Tonnes,Hundreds,1984.94,Malaysia,Not a continent,Not an Economic Area,5.988,
233432,MYS,Malaysia,Pigmeat,Consumption,2009,Tonnes,Hundreds,2071.24,Malaysia,Not a continent,Not an Economic Area,5.988,
233433,MYS,Malaysia,Pigmeat,Consumption,2010,Tonnes,Hundreds,2463.2599999999998,Malaysia,Not a continent,Not an Economic Area,5.988,
233434,MYS,Malaysia,Pigmeat,Consumption,2011,Tonnes,Hundreds,2271.43,Malaysia,Not a continent,Not an Economic Area,5.988,
233435,MYS,Malaysia,Pigmeat,Consumption,2012,Tonnes,Hundreds,2250.62,Malaysia,Not a continent,Not an Economic Area,5.988,
233436,MYS,Malaysia,Pigmeat,Consumption,2013,Tonnes,Hundreds,2247.51,Malaysia,Not a continent,Not an Economic Area,5.988,
233437,MYS,Malaysia,Pigmeat,Consumption,2014,Tonnes,Hundreds,2291.55,Malaysia,Not a continent,Not an Economic Area,5.988,
233438,MYS,Malaysia,Pigmeat,Consumption,2015,Tonnes,Hundreds,2424.0299999999997,Malaysia,Not a continent,Not an Economic Area,5.988,
233439,MYS,Malaysia,Pigmeat,Consumption,2016,Tonnes,Hundreds,2193.3,Malaysia,Not a continent,Not an Economic Area,5.988,
233440,MYS,Malaysia,Pigmeat,Consumption,2017,Tonnes,Hundreds,2417.62,Malaysia,Not a continent,Not an Economic Area,5.988,
233441,MYS,Malaysia,Pigmeat,Consumption,2018,Tonnes,Hundreds,2513.02,Malaysia,Not a continent,Not an Economic Area,5.988,
233442,MYS,Malaysia,Pigmeat,Consumption,2019,Tonnes,Hundreds,2467.69,Malaysia,Not a continent,Not an Economic Area,5.988,
233443,MYS,Malaysia,Pigmeat,Consumption,2020,Tonnes,Hundreds,2350.92,Malaysia,Not a continent,Not an Economic Area,5.988,
233444,MYS,Malaysia,Pigmeat,Consumption,2021,Tonnes,Hundreds,2370.85,Malaysia,Not a continent,Not an Economic Area,5.988,
233445,MYS,Malaysia,Pigmeat,Consumption,2022,Tonnes,Hundreds,2397.16,Malaysia,Not a continent,Not an Economic Area,5.988,
233618,MYS,Malaysia,Pigmeat,Human consumption per capita,1990,Kilograms per capita,Units,10.064,Malaysia,Not a continent,Not an Economic Area,5.988,60.263232
233619,MYS,Malaysia,Pigmeat,Human consumption per capita,1991,Kilograms per capita,Units,9.997,Malaysia,Not a continent,Not an Economic Area,5.988,59.862036
233620,MYS,Malaysia,Pigmeat,Human consumption per capita,1992,Kilograms per capita,Units,10.495,Malaysia,Not a continent,Not an Economic Area,5.988,62.84406
233621,MYS,Malaysia,Pigmeat,Human consumption per capita,1993,Kilograms per capita,Units,10.69,Malaysia,Not a continent,Not an Economic Area,5.988,64.01172
233622,MYS,Malaysia,Pigmeat,Human consumption per capita,1994,Kilograms per capita,Units,11.229,Malaysia,Not a continent,Not an Economic Area,5.988,67.239252
233623,MYS,Malaysia,Pigmeat,Human consumption per capita,1995,Kilograms per capita,Units,10.926,Malaysia,Not a continent,Not an Economic Area,5.988,65.42488800000001
233624,MYS,Malaysia,Pigmeat,Human consumption per capita,1996,Kilograms per capita,Units,10.421,Malaysia,Not a continent,Not an Economic Area,5.988,62.400948
233625,MYS,Malaysia,Pigmeat,Human consumption per capita,1997,Kilograms per capita,Units,10.252,Malaysia,Not a continent,Not an Economic Area,5.988,61.38897600000001
233626,MYS,Malaysia,Pigmeat,Human consumption per capita,1998,Kilograms per capita,Units,9.427,Malaysia,Not a continent,Not an Economic Area,5.988,56.448876
233627,MYS,Malaysia,Pigmeat,Human consumption per capita,1999,Kilograms per capita,Units,5.817,Malaysia,Not a continent,Not an Economic Area,5.988,34.832196
233628,MYS,Malaysia,Pigmeat,Human consumption per capita,2000,Kilograms per capita,Units,5.501,Malaysia,Not a continent,Not an Economic Area,5.988,32.93998800000001
233629,MYS,Malaysia,Pigmeat,Human consumption per capita,2001,Kilograms per capita,Units,6.177,Malaysia,Not a continent,Not an Economic Area,5.988,36.987876
233630,MYS,Malaysia,Pigmeat,Human consumption per capita,2002,Kilograms per capita,Units,6.46,Malaysia,Not a continent,Not an Economic Area,5.988,38.682480000000005
233631,MYS,Malaysia,Pigmeat,Human consumption per capita,2003,Kilograms per capita,Units,6.156,Malaysia,Not a continent,Not an Economic Area,5.988,36.862128
233632,MYS,Malaysia,Pigmeat,Human consumption per capita,2004,Kilograms per capita,Units,6.287,Malaysia,Not a continent,Not an Economic Area,5.988,37.646556000000004
233633,MYS,Malaysia,Pigmeat,Human consumption per capita,2005,Kilograms per capita,Units,6.417,Malaysia,Not a continent,Not an Economic Area,5.988,38.424996
233634,MYS,Malaysia,Pigmeat,Human consumption per capita,2006,Kilograms per capita,Units,6.535,Malaysia,Not a continent,Not an Economic Area,5.988,39.13158000000001
233635,MYS,Malaysia,Pigmeat,Human consumption per capita,2007,Kilograms per capita,Units,5.91,Malaysia,Not a continent,Not an Economic Area,5.988,35.38908
233636,MYS,Malaysia,Pigmeat,Human consumption per capita,2008,Kilograms per capita,Units,5.685,Malaysia,Not a continent,Not an Economic Area,5.988,34.04178
233637,MYS,Malaysia,Pigmeat,Human consumption per capita,2009,Kilograms per capita,Units,5.825,Malaysia,Not a continent,Not an Economic Area,5.988,34.880100000000006
233638,MYS,Malaysia,Pigmeat,Human consumption per capita,2010,Kilograms per capita,Units,6.811,Malaysia,Not a continent,Not an Economic Area,5.988,40.784268000000004
233639,MYS,Malaysia,Pigmeat,Human consumption per capita,2011,Kilograms per capita,Units,6.184,Malaysia,Not a continent,Not an Economic Area,5.988,37.029792
233640,MYS,Malaysia,Pigmeat,Human consumption per capita,2012,Kilograms per capita,Units,6.039,Malaysia,Not a continent,Not an Economic Area,5.988,36.161532
233641,MYS,Malaysia,Pigmeat,Human consumption per capita,2013,Kilograms per capita,Units,5.949,Malaysia,Not a continent,Not an Economic Area,5.988,35.622612000000004
233642,MYS,Malaysia,Pigmeat,Human consumption per capita,2014,Kilograms per capita,Units,5.985,Malaysia,Not a continent,Not an Economic Area,5.988,35.83818
233643,MYS,Malaysia,Pigmeat,Human consumption per capita,2015,Kilograms per capita,Units,6.246,Malaysia,Not a continent,Not an Economic Area,5.988,37.401048
233644,MYS,Malaysia,Pigmeat,Human consumption per capita,2016,Kilograms per capita,Units,5.575,Malaysia,Not a continent,Not an Economic Area,5.988,33.383100000000006
233645,MYS,Malaysia,Pigmeat,Human consumption per capita,2017,Kilograms per capita,Units,6.063,Malaysia,Not a continent,Not an Economic Area,5.988,36.305244
233646,MYS,Malaysia,Pigmeat,Human consumption per capita,2018,Kilograms per capita,Units,6.217,Malaysia,Not a continent,Not an Economic Area,5.988,37.227396
233647,MYS,Malaysia,Pigmeat,Human consumption per capita,2019,Kilograms per capita,Units,6.024,Malaysia,Not a continent,Not an Economic Area,5.988,36.071712000000005
233648,MYS,Malaysia,Pigmeat,Human consumption per capita,2020,Kilograms per capita,Units,5.666,Malaysia,Not a continent,Not an Economic Area,5.988,33.928008000000005
233649,MYS,Malaysia,Pigmeat,Human consumption per capita,2021,Kilograms per capita,Units,5.642,Malaysia,Not a continent,Not an Economic Area,5.988,33.784296000000005
233650,MYS,Malaysia,Pigmeat,Human consumption per capita,2022,Kilograms per capita,Units,5.635,Malaysia,Not a continent,Not an Economic Area,5.988,33.742380000000004
233911,PAK,Pakistan,Pigmeat,Consumption,1996,Tonnes,Hundreds,0.17,Pakistan,Not a continent,Not an Economic Area,5.988,
233919,PAK,Pakistan,Pigmeat,Consumption,2004,Tonnes,Hundreds,0.14,Pakistan,Not a continent,Not an Economic Area,5.988,
233920,PAK,Pakistan,Pigmeat,Consumption,2005,Tonnes,Hundreds,0.51,Pakistan,Not a continent,Not an Economic Area,5.988,
233921,PAK,Pakistan,Pigmeat,Consumption,2006,Tonnes,Hundreds,0.65,Pakistan,Not a continent,Not an Economic Area,5.988,
233922,PAK,Pakistan,Pigmeat,Consumption,2007,Tonnes,Hundreds,1.27,Pakistan,Not a continent,Not an Economic Area,5.988,
233926,PAK,Pakistan,Pigmeat,Consumption,2011,Tonnes,Hundreds,0.21000000000000002,Pakistan,Not a continent,Not an Economic Area,5.988,
233927,PAK,Pakistan,Pigmeat,Consumption,2012,Tonnes,Hundreds,0.21000000000000002,Pakistan,Not a continent,Not an Economic Area,5.988,
233928,PAK,Pakistan,Pigmeat,Consumption,2013,Tonnes,Hundreds,0.21000000000000002,Pakistan,Not a continent,Not an Economic Area,5.988,
233929,PAK,Pakistan,Pigmeat,Consumption,2014,Tonnes,Hundreds,0.21000000000000002,Pakistan,Not a continent,Not an Economic Area,5.988,
233930,PAK,Pakistan,Pigmeat,Consumption,2015,Tonnes,Hundreds,0.10999999999999999,Pakistan,Not a continent,Not an Economic Area,5.988,
233931,PAK,Pakistan,Pigmeat,Consumption,2016,Tonnes,Hundreds,0.28,Pakistan,Not a continent,Not an Economic Area,5.988,
233932,PAK,Pakistan,Pigmeat,Consumption,2017,Tonnes,Hundreds,0.97,Pakistan,Not a continent,Not an Economic Area,5.988,
233933,PAK,Pakistan,Pigmeat,Consumption,2018,Tonnes,Hundreds,0.79,Pakistan,Not a continent,Not an Economic Area,5.988,
233934,PAK,Pakistan,Pigmeat,Consumption,2019,Tonnes,Hundreds,1.08,Pakistan,Not a continent,Not an Economic Area,5.988,
233935,PAK,Pakistan,Pigmeat,Consumption,2020,Tonnes,Hundreds,1.3800000000000001,Pakistan,Not a continent,Not an Economic Area,5.988,
233936,PAK,Pakistan,Pigmeat,Consumption,2021,Tonnes,Hundreds,1.3800000000000001,Pakistan,Not a continent,Not an Economic Area,5.988,
233937,PAK,Pakistan,Pigmeat,Consumption,2022,Tonnes,Hundreds,1.3800000000000001,Pakistan,Not a continent,Not an Economic Area,5.988,
234110,PHL,Philippines,Pigmeat,Production,1990,Tonnes,Hundreds,6839.08,Philippines,Not a continent,Not an Economic Area,5.988,
234111,PHL,Philippines,Pigmeat,Production,1991,Tonnes,Hundreds,7015.22,Philippines,Not a continent,Not an Economic Area,5.988,
234112,PHL,Philippines,Pigmeat,Production,1992,Tonnes,Hundreds,6579.009999999999,Philippines,Not a continent,Not an Economic Area,5.988,
234113,PHL,Philippines,Pigmeat,Production,1993,Tonnes,Hundreds,7307.1900000000005,Philippines,Not a continent,Not an Economic Area,5.988,
234114,PHL,Philippines,Pigmeat,Production,1994,Tonnes,Hundreds,7646.4400000000005,Philippines,Not a continent,Not an Economic Area,5.988,
234115,PHL,Philippines,Pigmeat,Production,1995,Tonnes,Hundreds,8048.630000000001,Philippines,Not a continent,Not an Economic Area,5.988,
234116,PHL,Philippines,Pigmeat,Production,1996,Tonnes,Hundreds,10368.47,Philippines,Not a continent,Not an Economic Area,5.988,
234117,PHL,Philippines,Pigmeat,Production,1997,Tonnes,Hundreds,10857.41,Philippines,Not a continent,Not an Economic Area,5.988,
234118,PHL,Philippines,Pigmeat,Production,1998,Tonnes,Hundreds,11238.779999999999,Philippines,Not a continent,Not an Economic Area,5.988,
234119,PHL,Philippines,Pigmeat,Production,1999,Tonnes,Hundreds,11717.970000000001,Philippines,Not a continent,Not an Economic Area,5.988,
234120,PHL,Philippines,Pigmeat,Production,2000,Tonnes,Hundreds,12124.7,Philippines,Not a continent,Not an Economic Area,5.988,
234121,PHL,Philippines,Pigmeat,Production,2001,Tonnes,Hundreds,12657.69,Philippines,Not a continent,Not an Economic Area,5.988,
234122,PHL,Philippines,Pigmeat,Production,2002,Tonnes,Hundreds,13322.560000000001,Philippines,Not a continent,Not an Economic Area,5.988,
234123,PHL,Philippines,Pigmeat,Production,2003,Tonnes,Hundreds,13845.609999999999,Philippines,Not a continent,Not an Economic Area,5.988,
234124,PHL,Philippines,Pigmeat,Production,2004,Tonnes,Hundreds,13654.849999999999,Philippines,Not a continent,Not an Economic Area,5.988,
234125,PHL,Philippines,Pigmeat,Production,2005,Tonnes,Hundreds,14149.89,Philippines,Not a continent,Not an Economic Area,5.988,
234126,PHL,Philippines,Pigmeat,Production,2006,Tonnes,Hundreds,15648.59,Philippines,Not a continent,Not an Economic Area,5.988,
234127,PHL,Philippines,Pigmeat,Production,2007,Tonnes,Hundreds,16166.859999999999,Philippines,Not a continent,Not an Economic Area,5.988,
234128,PHL,Philippines,Pigmeat,Production,2008,Tonnes,Hundreds,16059.300000000001,Philippines,Not a continent,Not an Economic Area,5.988,
234129,PHL,Philippines,Pigmeat,Production,2009,Tonnes,Hundreds,16288.34,Philippines,Not a continent,Not an Economic Area,5.988,
234130,PHL,Philippines,Pigmeat,Production,2010,Tonnes,Hundreds,16357.380000000001,Philippines,Not a continent,Not an Economic Area,5.988,
234131,PHL,Philippines,Pigmeat,Production,2011,Tonnes,Hundreds,16415.21,Philippines,Not a continent,Not an Economic Area,5.988,
234132,PHL,Philippines,Pigmeat,Production,2012,Tonnes,Hundreds,16528.61,Philippines,Not a continent,Not an Economic Area,5.988,
234133,PHL,Philippines,Pigmeat,Production,2013,Tonnes,Hundreds,16811.15,Philippines,Not a continent,Not an Economic Area,5.988,
234134,PHL,Philippines,Pigmeat,Production,2014,Tonnes,Hundreds,16906.76,Philippines,Not a continent,Not an Economic Area,5.988,
234135,PHL,Philippines,Pigmeat,Production,2015,Tonnes,Hundreds,17757.02,Philippines,Not a continent,Not an Economic Area,5.988,
234136,PHL,Philippines,Pigmeat,Production,2016,Tonnes,Hundreds,18612.18,Philippines,Not a continent,Not an Economic Area,5.988,
234137,PHL,Philippines,Pigmeat,Production,2017,Tonnes,Hundreds,18398.46,Philippines,Not a continent,Not an Economic Area,5.988,
234138,PHL,Philippines,Pigmeat,Production,2018,Tonnes,Hundreds,18771.33,Philippines,Not a continent,Not an Economic Area,5.988,
234139,PHL,Philippines,Pigmeat,Production,2019,Tonnes,Hundreds,18408.1,Philippines,Not a continent,Not an Economic Area,5.988,
234140,PHL,Philippines,Pigmeat,Production,2020,Tonnes,Hundreds,12940.89,Philippines,Not a continent,Not an Economic Area,5.988,
234141,PHL,Philippines,Pigmeat,Production,2021,Tonnes,Hundreds,11921.09,Philippines,Not a continent,Not an Economic Area,5.988,
234142,PHL,Philippines,Pigmeat,Production,2022,Tonnes,Hundreds,12674.63,Philippines,Not a continent,Not an Economic Area,5.988,
234192,PHL,Philippines,Pigmeat,Consumption,1990,Tonnes,Hundreds,6848.049999999999,Philippines,Not a continent,Not an Economic Area,5.988,
234193,PHL,Philippines,Pigmeat,Consumption,1991,Tonnes,Hundreds,7017.0,Philippines,Not a continent,Not an Economic Area,5.988,
234194,PHL,Philippines,Pigmeat,Consumption,1992,Tonnes,Hundreds,6585.549999999999,Philippines,Not a continent,Not an Economic Area,5.988,
234195,PHL,Philippines,Pigmeat,Consumption,1993,Tonnes,Hundreds,7310.53,Philippines,Not a continent,Not an Economic Area,5.988,
234196,PHL,Philippines,Pigmeat,Consumption,1994,Tonnes,Hundreds,7573.8099999999995,Philippines,Not a continent,Not an Economic Area,5.988,
234197,PHL,Philippines,Pigmeat,Consumption,1995,Tonnes,Hundreds,8142.34,Philippines,Not a continent,Not an Economic Area,5.988,
234198,PHL,Philippines,Pigmeat,Consumption,1996,Tonnes,Hundreds,10429.5,Philippines,Not a continent,Not an Economic Area,5.988,
234199,PHL,Philippines,Pigmeat,Consumption,1997,Tonnes,Hundreds,10979.130000000001,Philippines,Not a continent,Not an Economic Area,5.988,
234200,PHL,Philippines,Pigmeat,Consumption,1998,Tonnes,Hundreds,11446.130000000001,Philippines,Not a continent,Not an Economic Area,5.988,
234201,PHL,Philippines,Pigmeat,Consumption,1999,Tonnes,Hundreds,12127.560000000001,Philippines,Not a continent,Not an Economic Area,5.988,
234202,PHL,Philippines,Pigmeat,Consumption,2000,Tonnes,Hundreds,12498.43,Philippines,Not a continent,Not an Economic Area,5.988,
234203,PHL,Philippines,Pigmeat,Consumption,2001,Tonnes,Hundreds,12985.560000000001,Philippines,Not a continent,Not an Economic Area,5.988,
234204,PHL,Philippines,Pigmeat,Consumption,2002,Tonnes,Hundreds,13709.82,Philippines,Not a continent,Not an Economic Area,5.988,
234205,PHL,Philippines,Pigmeat,Consumption,2003,Tonnes,Hundreds,14050.71,Philippines,Not a continent,Not an Economic Area,5.988,
234206,PHL,Philippines,Pigmeat,Consumption,2004,Tonnes,Hundreds,13877.95,Philippines,Not a continent,Not an Economic Area,5.988,
234207,PHL,Philippines,Pigmeat,Consumption,2005,Tonnes,Hundreds,14367.05,Philippines,Not a continent,Not an Economic Area,5.988,
234208,PHL,Philippines,Pigmeat,Consumption,2006,Tonnes,Hundreds,15839.259999999998,Philippines,Not a continent,Not an Economic Area,5.988,
234209,PHL,Philippines,Pigmeat,Consumption,2007,Tonnes,Hundreds,16379.570000000002,Philippines,Not a continent,Not an Economic Area,5.988,
234210,PHL,Philippines,Pigmeat,Consumption,2008,Tonnes,Hundreds,16460.5,Philippines,Not a continent,Not an Economic Area,5.988,
234211,PHL,Philippines,Pigmeat,Consumption,2009,Tonnes,Hundreds,16809.44,Philippines,Not a continent,Not an Economic Area,5.988,
234212,PHL,Philippines,Pigmeat,Consumption,2010,Tonnes,Hundreds,17271.85,Philippines,Not a continent,Not an Economic Area,5.988,
234213,PHL,Philippines,Pigmeat,Consumption,2011,Tonnes,Hundreds,17282.05,Philippines,Not a continent,Not an Economic Area,5.988,
234214,PHL,Philippines,Pigmeat,Consumption,2012,Tonnes,Hundreds,17415.18,Philippines,Not a continent,Not an Economic Area,5.988,
234215,PHL,Philippines,Pigmeat,Consumption,2013,Tonnes,Hundreds,17916.47,Philippines,Not a continent,Not an Economic Area,5.988,
234216,PHL,Philippines,Pigmeat,Consumption,2014,Tonnes,Hundreds,18022.629999999997,Philippines,Not a continent,Not an Economic Area,5.988,
234217,PHL,Philippines,Pigmeat,Consumption,2015,Tonnes,Hundreds,18725.27,Philippines,Not a continent,Not an Economic Area,5.988,
234218,PHL,Philippines,Pigmeat,Consumption,2016,Tonnes,Hundreds,19659.25,Philippines,Not a continent,Not an Economic Area,5.988,
234219,PHL,Philippines,Pigmeat,Consumption,2017,Tonnes,Hundreds,19754.45,Philippines,Not a continent,Not an Economic Area,5.988,
234220,PHL,Philippines,Pigmeat,Consumption,2018,Tonnes,Hundreds,20379.29,Philippines,Not a continent,Not an Economic Area,5.988,
234221,PHL,Philippines,Pigmeat,Consumption,2019,Tonnes,Hundreds,19640.93,Philippines,Not a continent,Not an Economic Area,5.988,
234222,PHL,Philippines,Pigmeat,Consumption,2020,Tonnes,Hundreds,13862.59,Philippines,Not a continent,Not an Economic Area,5.988,
234223,PHL,Philippines,Pigmeat,Consumption,2021,Tonnes,Hundreds,13652.31,Philippines,Not a continent,Not an Economic Area,5.988,
234224,PHL,Philippines,Pigmeat,Consumption,2022,Tonnes,Hundreds,14341.579999999998,Philippines,Not a continent,Not an Economic Area,5.988,
234397,PHL,Philippines,Pigmeat,Human consumption per capita,1990,Kilograms per capita,Units,8.63,Philippines,Not a continent,Not an Economic Area,5.988,51.67644000000001
234398,PHL,Philippines,Pigmeat,Human consumption per capita,1991,Kilograms per capita,Units,8.625,Philippines,Not a continent,Not an Economic Area,5.988,51.6465
